segment,sys,n,std_adr_median,std_adr_mean,std_adr_p75,std_adr_max
无干扰 #1,BDS,1389,0.001953125,0.002023431875449964,0.001953125,0.00390625
无干扰 #1,GAL,1111,0.001953125,0.0020058646489648966,0.001953125,0.00390625
无干扰 #1,GLO,450,0.001953125,0.001953125,0.001953125,0.001953125
无干扰 #1,GPS,850,0.001953125,0.002173713235294118,0.001953125,0.005859375
无干扰 #1,QZS,300,0.001953125,0.001953125,0.001953125,0.001953125
409MHz 干扰,BDS,580,0.001953125,0.0025188577586206895,0.00390625,0.005859375
409MHz 干扰,GAL,250,0.00390625,0.0036484375,0.00390625,0.00390625
409MHz 干扰,GPS,192,0.00390625,0.003957112630208333,0.00390625,0.005859375
409MHz 干扰,QZS,50,0.00390625,0.00390625,0.00390625,0.00390625
无干扰 #2,BDS,1441,0.001953125,0.002068333622484386,0.001953125,0.00390625
无干扰 #2,GAL,1050,0.001953125,0.001953125,0.001953125,0.001953125
无干扰 #2,GLO,450,0.001953125,0.001953125,0.001953125,0.001953125
无干扰 #2,GPS,750,0.001953125,0.0020963541666666665,0.001953125,0.00390625
无干扰 #2,QZS,300,0.001953125,0.001953125,0.001953125,0.001953125
392MHz 干扰,BDS,24,0.00390625,0.003173828125,0.00390625,0.00390625
392MHz 干扰,GLO,10,0.001953125,0.001953125,0.001953125,0.001953125
无干扰 #3,BDS,1289,0.001953125,0.002041008048875097,0.001953125,0.00390625
无干扰 #3,GAL,1050,0.001953125,0.001953125,0.001953125,0.001953125
无干扰 #3,GLO,450,0.001953125,0.001953125,0.001953125,0.001953125
无干扰 #3,GPS,800,0.001953125,0.00221435546875,0.001953125,0.00390625
无干扰 #3,QZS,417,0.001953125,0.0020280650479616307,0.001953125,0.00390625
4G/5G 干扰,BDS,1294,0.001953125,0.002122174459041731,0.001953125,0.00390625
4G/5G 干扰,GAL,1050,0.001953125,0.001953125,0.001953125,0.001953125
4G/5G 干扰,GLO,450,0.001953125,0.001953125,0.001953125,0.001953125
4G/5G 干扰,GPS,750,0.001953125,0.0021588541666666666,0.001953125,0.00390625
4G/5G 干扰,QZS,450,0.001953125,0.001953125,0.001953125,0.001953125
无干扰 #4,BDS,1239,0.001953125,0.0020319436037126715,0.001953125,0.00390625
无干扰 #4,GAL,1050,0.001953125,0.001953125,0.001953125,0.001953125
无干扰 #4,GLO,450,0.001953125,0.001953125,0.001953125,0.001953125
无干扰 #4,GPS,700,0.001953125,0.0021512276785714286,0.001953125,0.00390625
无干扰 #4,QZS,444,0.001953125,0.002058699324324324,0.001953125,0.00390625
Wi-Fi 干扰,BDS,1244,0.001953125,0.0021179787982315112,0.001953125,0.00390625
Wi-Fi 干扰,GAL,1179,0.001953125,0.0020011662425784564,0.001953125,0.00390625
Wi-Fi 干扰,GLO,450,0.001953125,0.001953125,0.001953125,0.001953125
Wi-Fi 干扰,GPS,700,0.001953125,0.002195870535714286,0.001953125,0.00390625
Wi-Fi 干扰,QZS,430,0.001953125,0.002298328488372093,0.001953125,0.00390625
无干扰 #5,BDS,1257,0.001953125,0.002071213703261734,0.001953125,0.00390625
无干扰 #5,GAL,1141,0.001953125,0.001953125,0.001953125,0.001953125
无干扰 #5,GLO,450,0.001953125,0.001953125,0.001953125,0.001953125
无干扰 #5,GPS,653,0.001953125,0.0021116481623277184,0.001953125,0.00390625
无干扰 #5,QZS,450,0.001953125,0.0019618055555555556,0.001953125,0.00390625
