segment,sys,n,std_adr_median,std_adr_mean,std_adr_p75,std_adr_max
无干扰 #1,BDS,1480,0.001953125,0.0020890519425675676,0.001953125,0.00390625
无干扰 #1,GAL,1135,0.001953125,0.001973774779735683,0.001953125,0.00390625
无干扰 #1,GLO,450,0.001953125,0.001953125,0.001953125,0.001953125
无干扰 #1,GPS,550,0.001953125,0.0021235795454545453,0.001953125,0.00390625
无干扰 #1,QZS,400,0.001953125,0.001953125,0.001953125,0.001953125
409MHz 干扰,BDS,1093,0.001953125,0.0022712002516010977,0.001953125,0.00390625
409MHz 干扰,GAL,1153,0.001953125,0.00222923894189072,0.001953125,0.00390625
409MHz 干扰,GLO,450,0.001953125,0.0019835069444444444,0.001953125,0.00390625
409MHz 干扰,GPS,300,0.001953125,0.0020442708333333333,0.001953125,0.00390625
409MHz 干扰,QZS,250,0.001953125,0.002203125,0.001953125,0.00390625
无干扰 #2,BDS,1466,0.001953125,0.002120992496589359,0.001953125,0.005859375
无干扰 #2,GAL,1275,0.001953125,0.002041973039215686,0.001953125,0.00390625
无干扰 #2,GLO,450,0.001953125,0.001953125,0.001953125,0.001953125
无干扰 #2,GPS,590,0.001953125,0.001953125,0.001953125,0.001953125
无干扰 #2,QZS,450,0.001953125,0.002105034722222222,0.001953125,0.00390625
392MHz 干扰,BDS,1091,0.001953125,0.002490189619615032,0.00390625,0.00390625
392MHz 干扰,GAL,631,0.001953125,0.0020243165610142632,0.001953125,0.00390625
392MHz 干扰,GLO,398,0.001953125,0.0024487672738693466,0.001953125,0.005859375
392MHz 干扰,GPS,550,0.001953125,0.0021946022727272725,0.001953125,0.00390625
392MHz 干扰,QZS,300,0.001953125,0.0026041666666666665,0.00390625,0.00390625
无干扰 #3,BDS,1360,0.001953125,0.0020306755514705884,0.001953125,0.00390625
无干扰 #3,GAL,1169,0.001953125,0.0019581372968349017,0.001953125,0.00390625
无干扰 #3,GLO,500,0.001953125,0.001953125,0.001953125,0.001953125
无干扰 #3,GPS,600,0.001953125,0.001953125,0.001953125,0.001953125
无干扰 #3,QZS,450,0.001953125,0.0023003472222222223,0.001953125,0.00390625
4G/5G 干扰,BDS,1424,0.001953125,0.0020573648174157305,0.001953125,0.00390625
4G/5G 干扰,GAL,1190,0.001953125,0.001953125,0.001953125,0.001953125
4G/5G 干扰,GLO,500,0.001953125,0.001953125,0.001953125,0.001953125
4G/5G 干扰,GPS,676,0.001953125,0.0021351470044378698,0.001953125,0.00390625
4G/5G 干扰,QZS,450,0.001953125,0.0023741319444444443,0.001953125,0.00390625
无干扰 #4,BDS,1535,0.001953125,0.0021096294788273615,0.001953125,0.00390625
无干扰 #4,GAL,1190,0.001953125,0.001953125,0.001953125,0.001953125
无干扰 #4,GLO,500,0.001953125,0.001953125,0.001953125,0.001953125
无干扰 #4,GPS,742,0.001953125,0.002032092318059299,0.001953125,0.00390625
无干扰 #4,QZS,450,0.001953125,0.002170138888888889,0.001953125,0.00390625
Wi-Fi 干扰,BDS,1485,0.001953125,0.00202940867003367,0.001953125,0.00390625
Wi-Fi 干扰,GAL,1300,0.001953125,0.002004206730769231,0.001953125,0.00390625
Wi-Fi 干扰,GLO,500,0.001953125,0.00195703125,0.001953125,0.00390625
Wi-Fi 干扰,GPS,750,0.001953125,0.0020755208333333333,0.001953125,0.00390625
Wi-Fi 干扰,QZS,413,0.001953125,0.0022510593220338984,0.001953125,0.00390625
无干扰 #5,BDS,1534,0.001953125,0.001953125,0.001953125,0.001953125
无干扰 #5,GAL,1279,0.001953125,0.002223416731821736,0.001953125,0.00390625
无干扰 #5,GLO,500,0.001953125,0.001953125,0.001953125,0.001953125
无干扰 #5,GPS,750,0.001953125,0.002002604166666667,0.001953125,0.00390625
无干扰 #5,QZS,400,0.001953125,0.0021533203125,0.001953125,0.00390625
