segment,sys,n,std_adr_median,std_adr_mean,std_adr_p75,std_adr_max
无干扰 #1,BDS,1389,0.001953125,0.002023431875449964,0.001953125,0.00390625
无干扰 #1,GAL,1126,0.001953125,0.0020225077708703374,0.001953125,0.00390625
无干扰 #1,GLO,450,0.001953125,0.001953125,0.001953125,0.001953125
无干扰 #1,GPS,850,0.001953125,0.002185202205882353,0.001953125,0.005859375
无干扰 #1,QZS,300,0.001953125,0.001953125,0.001953125,0.001953125
409MHz 干扰,BDS,580,0.001953125,0.0025121228448275862,0.00390625,0.005859375
409MHz 干扰,GAL,250,0.00390625,0.0036484375,0.00390625,0.00390625
409MHz 干扰,GPS,192,0.00390625,0.004007975260416667,0.00390625,0.005859375
409MHz 干扰,QZS,50,0.00390625,0.0039453125,0.00390625,0.005859375
无干扰 #2,BDS,1434,0.001953125,0.0020620859483960947,0.001953125,0.00390625
无干扰 #2,GAL,1050,0.001953125,0.001953125,0.001953125,0.001953125
无干扰 #2,GLO,450,0.001953125,0.001953125,0.001953125,0.001953125
无干扰 #2,GPS,750,0.001953125,0.0020833333333333333,0.001953125,0.00390625
无干扰 #2,QZS,300,0.001953125,0.001953125,0.001953125,0.001953125
392MHz 干扰,BDS,26,0.00390625,0.003230168269230769,0.00390625,0.00390625
392MHz 干扰,GLO,15,0.001953125,0.001953125,0.001953125,0.001953125
无干扰 #3,BDS,1279,0.001953125,0.002034059812353401,0.001953125,0.00390625
无干扰 #3,GAL,1050,0.001953125,0.001953125,0.001953125,0.001953125
无干扰 #3,GLO,450,0.001953125,0.001953125,0.001953125,0.001953125
无干扰 #3,GPS,800,0.001953125,0.0022021484375,0.001953125,0.00390625
无干扰 #3,QZS,412,0.001953125,0.002005271541262136,0.001953125,0.00390625
4G/5G 干扰,BDS,1300,0.001953125,0.0021123798076923077,0.001953125,0.00390625
4G/5G 干扰,GAL,1050,0.001953125,0.001953125,0.001953125,0.001953125
4G/5G 干扰,GLO,450,0.001953125,0.001953125,0.001953125,0.001953125
4G/5G 干扰,GPS,755,0.001953125,0.0021730132450331124,0.001953125,0.005859375
4G/5G 干扰,QZS,450,0.001953125,0.001953125,0.001953125,0.001953125
无干扰 #4,BDS,1238,0.001953125,0.002032007269789984,0.001953125,0.00390625
无干扰 #4,GAL,1050,0.001953125,0.001953125,0.001953125,0.001953125
无干扰 #4,GLO,450,0.001953125,0.001953125,0.001953125,0.001953125
无干扰 #4,GPS,700,0.001953125,0.002142857142857143,0.001953125,0.00390625
无干扰 #4,QZS,439,0.001953125,0.002059901765375854,0.001953125,0.00390625
Wi-Fi 干扰,BDS,1244,0.001953125,0.0021179787982315112,0.001953125,0.00390625
Wi-Fi 干扰,GAL,1174,0.001953125,0.001993052597955707,0.001953125,0.00390625
Wi-Fi 干扰,GLO,450,0.001953125,0.001953125,0.001953125,0.001953125
Wi-Fi 干扰,GPS,700,0.001953125,0.0022237723214285714,0.001953125,0.00390625
Wi-Fi 干扰,QZS,425,0.001953125,0.002270220588235294,0.001953125,0.00390625
无干扰 #5,BDS,1258,0.001953125,0.0020788826510333863,0.001953125,0.00390625
无干扰 #5,GAL,1141,0.001953125,0.001953125,0.001953125,0.001953125
无干扰 #5,GLO,450,0.001953125,0.001953125,0.001953125,0.001953125
无干扰 #5,GPS,652,0.001953125,0.0021088957055214724,0.001953125,0.00390625
无干扰 #5,QZS,450,0.001953125,0.0019835069444444444,0.001953125,0.00390625
