segment,svid,sys,n,max,min,p25,p75,median
无干扰 #1,BDS1,BDS,50,46.5,46.0,46.25,46.5,46.375
无干扰 #1,BDS14,BDS,100,39.0,31.75,32.0,38.75,35.5
无干扰 #1,BDS19,BDS,50,33.0,33.0,33.0,33.0,33.0
无干扰 #1,BDS2,BDS,89,42.5,32.75,34.25,42.25,42.25
无干扰 #1,BDS21,BDS,150,46.75,25.25,27.75,46.75,39.25
无干扰 #1,BDS22,BDS,150,44.5,39.0,39.5,44.5,40.75
无干扰 #1,BDS3,BDS,100,47.75,31.25,32.5,47.25,42.375
无干扰 #1,BDS34,BDS,50,40.25,39.75,39.75,40.0,40.0
无干扰 #1,BDS35,BDS,150,47.25,37.0,37.5,47.25,42.25
无干扰 #1,BDS4,BDS,100,46.0,40.0,40.25,45.25,42.75
无干扰 #1,BDS6,BDS,100,47.75,40.75,41.0,47.5,44.5
无干扰 #1,BDS8,BDS,100,45.0,42.0,42.25,44.75,43.5
无干扰 #1,BDS9,BDS,150,40.25,35.75,37.5,40.0,39.0
无干扰 #1,GAL10,GAL,150,49.5,40.0,40.25,49.0,48.0
无干扰 #1,GAL12,GAL,150,43.25,39.5,40.0,43.0,41.0
无干扰 #1,GAL18,GAL,150,51.25,35.5,35.75,51.25,49.75
无干扰 #1,GAL195,GAL,50,39.5,24.25,26.375,27.6875,26.75
无干扰 #1,GAL28,GAL,150,48.5,41.5,41.75,48.25,48.0
无干扰 #1,GAL36,GAL,90,39.5,25.5,38.5,39.25,39.0
无干扰 #1,GAL4,GAL,100,48.75,47.5,47.75,48.3125,48.0
无干扰 #1,GAL6,GAL,150,48.25,38.0,38.25,48.25,48.25
无干扰 #1,GAL9,GAL,150,48.25,40.75,41.25,48.0,47.75
无干扰 #1,GLO41,GLO,50,39.0,37.25,38.0,38.5,38.0
无干扰 #1,GLO81,GLO,50,46.5,46.5,46.5,46.5,46.5
无干扰 #1,GLO82,GLO,100,45.25,42.75,44.0,45.25,45.0
无干扰 #1,GLO95,GLO,100,46.75,42.0,43.0,46.25,44.875
