segment,sys,n,std_adr_median,std_adr_mean,std_adr_p75,std_adr_max
无干扰 #1,BDS,1800,0.001953125,0.001953125,0.001953125,0.001953125
无干扰 #1,GAL,1197,0.001953125,0.0020347091687552216,0.001953125,0.00390625
无干扰 #1,GLO,584,0.001953125,0.0024146511130136985,0.001953125,0.005859375
无干扰 #1,GPS,1150,0.001953125,0.001953125,0.001953125,0.001953125
无干扰 #1,QZS,450,0.001953125,0.001953125,0.001953125,0.001953125
409MHz 干扰,BDS,1753,0.001953125,0.0019542391614375356,0.001953125,0.00390625
409MHz 干扰,GAL,1155,0.001953125,0.0019581980519480517,0.001953125,0.00390625
409MHz 干扰,GLO,474,0.001953125,0.0020684994725738396,0.001953125,0.005859375
409MHz 干扰,GPS,750,0.001953125,0.0020833333333333333,0.001953125,0.00390625
409MHz 干扰,QZS,300,0.001953125,0.001953125,0.001953125,0.001953125
无干扰 #2,BDS,1785,0.001953125,0.001953125,0.001953125,0.001953125
无干扰 #2,GAL,1142,0.001953125,0.001953125,0.001953125,0.001953125
无干扰 #2,GLO,572,0.001953125,0.0022058020104895105,0.001953125,0.00390625
无干扰 #2,GPS,1137,0.001953125,0.002016683157431838,0.001953125,0.00390625
无干扰 #2,QZS,450,0.001953125,0.001953125,0.001953125,0.001953125
392MHz 干扰,BDS,1395,0.001953125,0.0020707325268817206,0.001953125,0.005859375
392MHz 干扰,GAL,737,0.001953125,0.002130681818181818,0.001953125,0.00390625
392MHz 干扰,GLO,460,0.001953125,0.002500849184782609,0.00390625,0.005859375
392MHz 干扰,GPS,757,0.001953125,0.002190492899603699,0.001953125,0.00390625
392MHz 干扰,QZS,300,0.001953125,0.001953125,0.001953125,0.001953125
无干扰 #3,BDS,1799,0.001953125,0.001953125,0.001953125,0.001953125
无干扰 #3,GAL,1200,0.001953125,0.0020540364583333335,0.001953125,0.00390625
无干扰 #3,GLO,588,0.001953125,0.002202248086734694,0.001953125,0.00390625
无干扰 #3,GPS,1097,0.001953125,0.0020848763673655423,0.001953125,0.00390625
无干扰 #3,QZS,450,0.001953125,0.001953125,0.001953125,0.001953125
4G/5G 干扰,BDS,1775,0.001953125,0.001953125,0.001953125,0.001953125
4G/5G 干扰,GAL,1183,0.001953125,0.001984493871513102,0.001953125,0.00390625
4G/5G 干扰,GLO,649,0.001953125,0.0023684273882896762,0.001953125,0.005859375
4G/5G 干扰,GPS,1059,0.001953125,0.0020582507082152974,0.001953125,0.00390625
4G/5G 干扰,QZS,450,0.001953125,0.001953125,0.001953125,0.001953125
无干扰 #4,BDS,1795,0.001953125,0.001953125,0.001953125,0.001953125
无干扰 #4,GAL,1200,0.001953125,0.001953125,0.001953125,0.001953125
无干扰 #4,GLO,655,0.001953125,0.0023586593511450383,0.001953125,0.005859375
无干扰 #4,GPS,1050,0.001953125,0.001953125,0.001953125,0.001953125
无干扰 #4,QZS,450,0.001953125,0.001953125,0.001953125,0.001953125
Wi-Fi 干扰,BDS,1759,0.001953125,0.001953125,0.001953125,0.001953125
Wi-Fi 干扰,GAL,1200,0.001953125,0.001953125,0.001953125,0.001953125
Wi-Fi 干扰,GLO,654,0.001953125,0.002266700114678899,0.001953125,0.005859375
Wi-Fi 干扰,GPS,1050,0.001953125,0.0020517113095238097,0.001953125,0.00390625
Wi-Fi 干扰,QZS,450,0.001953125,0.001953125,0.001953125,0.001953125
无干扰 #5,BDS,1800,0.001953125,0.001953125,0.001953125,0.001953125
无干扰 #5,GAL,1200,0.001953125,0.0019921875,0.001953125,0.00390625
无干扰 #5,GLO,685,0.001953125,0.0025433394160583943,0.00390625,0.00390625
无干扰 #5,GPS,1050,0.001953125,0.0019642857142857144,0.001953125,0.00390625
无干扰 #5,QZS,450,0.001953125,0.001953125,0.001953125,0.001953125
