segment,sys,n,std_adr_median,std_adr_mean,std_adr_p75,std_adr_max
无干扰 #1,BDS,1795,0.001953125,0.001953125,0.001953125,0.001953125
无干扰 #1,GAL,1050,0.001953125,0.001953125,0.001953125,0.001953125
无干扰 #1,GLO,660,0.001953125,0.002450284090909091,0.00390625,0.00390625
无干扰 #1,GPS,1150,0.001953125,0.0020380434782608695,0.001953125,0.00390625
无干扰 #1,QZS,450,0.001953125,0.001953125,0.001953125,0.001953125
409MHz 干扰,BDS,1687,0.001953125,0.001954282750444576,0.001953125,0.00390625
409MHz 干扰,GAL,1038,0.001953125,0.001953125,0.001953125,0.001953125
409MHz 干扰,GLO,533,0.001953125,0.0024148393527204503,0.001953125,0.005859375
409MHz 干扰,GPS,687,0.001953125,0.001961653930131004,0.001953125,0.00390625
409MHz 干扰,QZS,292,0.001953125,0.001953125,0.001953125,0.001953125
无干扰 #2,BDS,1793,0.001953125,0.001953125,0.001953125,0.001953125
无干扰 #2,GAL,1050,0.001953125,0.001953125,0.001953125,0.001953125
无干扰 #2,GLO,569,0.001953125,0.0023169760544815465,0.001953125,0.005859375
无干扰 #2,GPS,1100,0.001953125,0.001953125,0.001953125,0.001953125
无干扰 #2,QZS,450,0.001953125,0.001953125,0.001953125,0.001953125
392MHz 干扰,BDS,1486,0.001953125,0.0021161044751009423,0.001953125,0.00390625
392MHz 干扰,GAL,673,0.001953125,0.0021243499257057948,0.001953125,0.00390625
392MHz 干扰,GLO,456,0.001953125,0.0022143983004385965,0.001953125,0.00390625
392MHz 干扰,GPS,776,0.001953125,0.0021746134020618558,0.001953125,0.00390625
392MHz 干扰,QZS,300,0.001953125,0.001953125,0.001953125,0.001953125
无干扰 #3,BDS,1800,0.001953125,0.001953125,0.001953125,0.001953125
无干扰 #3,GAL,1050,0.001953125,0.001953125,0.001953125,0.001953125
无干扰 #3,GLO,592,0.001953125,0.002424910261824324,0.001953125,0.005859375
无干扰 #3,GPS,1090,0.001953125,0.0020355504587155964,0.001953125,0.00390625
无干扰 #3,QZS,450,0.001953125,0.001953125,0.001953125,0.001953125
4G/5G 干扰,BDS,1849,0.001953125,0.0019626318280151433,0.001953125,0.00390625
4G/5G 干扰,GAL,1050,0.001953125,0.001953125,0.001953125,0.001953125
4G/5G 干扰,GLO,677,0.001953125,0.002576278618906942,0.00390625,0.00390625
4G/5G 干扰,GPS,1050,0.001953125,0.001953125,0.001953125,0.001953125
4G/5G 干扰,QZS,450,0.001953125,0.001953125,0.001953125,0.001953125
无干扰 #4,BDS,1818,0.001953125,0.0019767601760176017,0.001953125,0.005859375
无干扰 #4,GAL,1050,0.001953125,0.001953125,0.001953125,0.001953125
无干扰 #4,GLO,614,0.001953125,0.0024048249185667754,0.001953125,0.005859375
无干扰 #4,GPS,1200,0.001953125,0.0022119140625,0.001953125,0.00390625
无干扰 #4,QZS,450,0.001953125,0.001953125,0.001953125,0.001953125
Wi-Fi 干扰,BDS,1846,0.001953125,0.0020060265438786567,0.001953125,0.00390625
Wi-Fi 干扰,GAL,1050,0.001953125,0.001953125,0.001953125,0.001953125
Wi-Fi 干扰,GLO,665,0.001953125,0.002646264097744361,0.00390625,0.005859375
Wi-Fi 干扰,GPS,1196,0.001953125,0.0022732023411371235,0.001953125,0.00390625
Wi-Fi 干扰,QZS,450,0.001953125,0.001953125,0.001953125,0.001953125
无干扰 #5,BDS,1879,0.001953125,0.0020331625864821712,0.001953125,0.00390625
无干扰 #5,GAL,1050,0.001953125,0.001953125,0.001953125,0.001953125
无干扰 #5,GLO,584,0.001953125,0.0023276969178082194,0.001953125,0.005859375
无干扰 #5,GPS,1200,0.001953125,0.002197265625,0.001953125,0.00390625
无干扰 #5,QZS,450,0.001953125,0.001953125,0.001953125,0.001953125
