segment,sys,n,std_adr_median,std_adr_mean,std_adr_p75,std_adr_max
无干扰 #1,BDS,1441,0.001953125,0.0021699882893823734,0.001953125,0.00390625
无干扰 #1,GAL,1350,0.001953125,0.0020355902777777777,0.001953125,0.00390625
无干扰 #1,GLO,450,0.001953125,0.001953125,0.001953125,0.001953125
无干扰 #1,GPS,600,0.001953125,0.0021158854166666665,0.001953125,0.00390625
无干扰 #1,QZS,430,0.001953125,0.0020394258720930233,0.001953125,0.00390625
409MHz 干扰,BDS,1163,0.001953125,0.0021294604471195186,0.001953125,0.00390625
409MHz 干扰,GAL,1209,0.001953125,0.0019805882961124897,0.001953125,0.00390625
409MHz 干扰,GLO,450,0.001953125,0.0023914930555555556,0.001953125,0.005859375
409MHz 干扰,GPS,350,0.001953125,0.002232142857142857,0.001953125,0.00390625
409MHz 干扰,QZS,237,0.001953125,0.002216838080168776,0.001953125,0.00390625
无干扰 #2,BDS,1353,0.001953125,0.002071496212121212,0.001953125,0.00390625
无干扰 #2,GAL,1250,0.001953125,0.002009375,0.001953125,0.00390625
无干扰 #2,GLO,450,0.001953125,0.001953125,0.001953125,0.001953125
无干扰 #2,GPS,683,0.001953125,0.002342034224011713,0.001953125,0.005859375
无干扰 #2,QZS,425,0.001953125,0.0022931985294117646,0.001953125,0.00390625
392MHz 干扰,BDS,1055,0.001953125,0.002558501184834123,0.00390625,0.00390625
392MHz 干扰,GAL,703,0.001953125,0.0021698301920341392,0.001953125,0.00390625
392MHz 干扰,GLO,285,0.001953125,0.0021929824561403508,0.001953125,0.00390625
392MHz 干扰,GPS,588,0.001953125,0.002434762967687075,0.001953125,0.005859375
392MHz 干扰,QZS,257,0.001953125,0.0024091074902723737,0.001953125,0.005859375
无干扰 #3,BDS,1367,0.001953125,0.002091715435259693,0.001953125,0.00390625
无干扰 #3,GAL,1200,0.001953125,0.001953125,0.001953125,0.001953125
无干扰 #3,GLO,500,0.001953125,0.001953125,0.001953125,0.001953125
无干扰 #3,GPS,711,0.001953125,0.0022607902601969056,0.001953125,0.005859375
无干扰 #3,QZS,418,0.001953125,0.0021213367224880383,0.001953125,0.03125
4G/5G 干扰,BDS,1330,0.001953125,0.0019927749060150374,0.001953125,0.00390625
4G/5G 干扰,GAL,1194,0.001953125,0.001953125,0.001953125,0.001953125
4G/5G 干扰,GLO,500,0.001953125,0.00199609375,0.001953125,0.00390625
4G/5G 干扰,GPS,730,0.001953125,0.002054794520547945,0.001953125,0.00390625
4G/5G 干扰,QZS,450,0.001953125,0.0022743055555555555,0.001953125,0.005859375
无干扰 #4,BDS,1338,0.001953125,0.0019560444693572498,0.001953125,0.00390625
无干扰 #4,GAL,1200,0.001953125,0.001953125,0.001953125,0.001953125
无干扰 #4,GLO,500,0.001953125,0.001953125,0.001953125,0.001953125
无干扰 #4,GPS,750,0.001953125,0.001955729166666667,0.001953125,0.00390625
无干扰 #4,QZS,450,0.001953125,0.002170138888888889,0.001953125,0.00390625
Wi-Fi 干扰,BDS,1474,0.001953125,0.0020670793758480327,0.001953125,0.00390625
Wi-Fi 干扰,GAL,1201,0.001953125,0.001959629995836803,0.001953125,0.00390625
Wi-Fi 干扰,GLO,500,0.001953125,0.0019765625,0.001953125,0.00390625
Wi-Fi 干扰,GPS,750,0.001953125,0.001971354166666667,0.001953125,0.00390625
Wi-Fi 干扰,QZS,450,0.001953125,0.002092013888888889,0.001953125,0.00390625
无干扰 #5,BDS,1437,0.001953125,0.0020210834203201115,0.001953125,0.00390625
无干扰 #5,GAL,1321,0.001953125,0.002092105885692657,0.001953125,0.00390625
无干扰 #5,GLO,500,0.001953125,0.001953125,0.001953125,0.001953125
无干扰 #5,GPS,750,0.001953125,0.001963541666666667,0.001953125,0.00390625
无干扰 #5,QZS,450,0.001953125,0.0019618055555555556,0.001953125,0.00390625
